parent,parenttype,parentfield,item_code,qty,uom,stock_qty,stock_uom,include_item_in_manufacturing
BOM-710C2282F-R1,BOM,items,H8202NLB,36.7705,Kg,36.7705,Kg,1
BOM-710C2282F-R1,BOM,items,KEMOLIT KF4,25.0,Kg,25.0,Kg,1
BOM-710C2282F-R1,BOM,items,AD417,16.0,Kg,16.0,Kg,1
BOM-710C2282F-R1,BOM,items,AD303,0.3,Kg,0.3,Kg,1
BOM-710C2282F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2282F-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-710C2282F-R1,BOM,items,JEMB,20.0,Kg,20.0,Kg,1
BOM-710C2282F-R1,BOM,items,PA0002,0.1,Kg,0.1,Kg,1
BOM-710C2282F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2282F-R1,BOM,items,PC01,0.0032,Kg,0.0032,Kg,1
BOM-710C2282F-R1,BOM,items,PY02,0.026,Kg,0.026,Kg,1
BOM-710C2282F-R1,BOM,items,PR01,0.0003,Kg,0.0003,Kg,1
BOM-710C2282F-R1,BOM,items,PT01,1.5,Kg,1.5,Kg,1
BOM-710C2283F4-R3,BOM,items,H8202NLB,67.099914,Kg,67.099914,Kg,1
BOM-710C2283F4-R3,BOM,items,KEMOLIT KF4,15.0,Kg,15.0,Kg,1
BOM-710C2283F4-R3,BOM,items,AD404,12.0,Kg,12.0,Kg,1
BOM-710C2283F4-R3,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2283F4-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2283F4-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C2283F4-R3,BOM,items,PY02,0.0002,Kg,0.0002,Kg,1
BOM-710C2283F4-R3,BOM,items,PC01,0.0003,Kg,0.0003,Kg,1
BOM-710C2283F4-R3,BOM,items,PG01,0.0001,Kg,0.0001,Kg,1
BOM-710C2283F4-R3,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2283F4-R3,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-710C2283F4-R3,BOM,items,PR01,0.00026,Kg,0.00026,Kg,1
BOM-710C2283F4-R3,BOM,items,PA0002,0.1,Kg,0.1,Kg,1
BOM-710C2311F-R1,BOM,items,H8202NLB,41.67,Kg,41.67,Kg,1
BOM-710C2311F-R1,BOM,items,JEMB,15.0,Kg,15.0,Kg,1
BOM-710C2311F-R1,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2311F-R1,BOM,items,AD404,16.0,Kg,16.0,Kg,1
BOM-710C2311F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2311F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2311F-R1,BOM,items,AD301,0.6,Kg,0.6,Kg,1
BOM-710C2311F-R1,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2311F-R1,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-710C2311F-R1,BOM,items,PR03,0.67,Kg,0.67,Kg,1
BOM-710C2311F-R1,BOM,items,PO04,0.51,Kg,0.51,Kg,1
BOM-710C2311F-R1,BOM,items,PC01,0.15,Kg,0.15,Kg,1
BOM-710C2311F-R1,BOM,items,PY03,0.15,Kg,0.15,Kg,1
BOM-710C2381F-R1,BOM,items,JE25SD,63.85,Kg,63.85,Kg,1
BOM-710C2381F-R1,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2381F-R1,BOM,items,KEMOLIT KF4,30.0,Kg,30.0,Kg,1
BOM-710C2381F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2381F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2381F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C2381F-R1,BOM,items,AD305,0.2,Kg,0.2,Kg,1
BOM-710C2381F-R1,BOM,items,PA0002,0.1,Kg,0.1,Kg,1
BOM-710C2381F-R1,BOM,items,PT01,0.25,Kg,0.25,Kg,1
BOM-710C2381F-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C2382F3-R1,BOM,items,H8202NLB,62.7053,Kg,62.7053,Kg,1
BOM-710C2382F3-R1,BOM,items,KEMOLIT KF4,15.0,Kg,15.0,Kg,1
BOM-710C2382F3-R1,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2382F3-R1,BOM,items,AD404,16.5,Kg,16.5,Kg,1
BOM-710C2382F3-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C2382F3-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2382F3-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2382F3-R1,BOM,items,PT01,0.28,Kg,0.28,Kg,1
BOM-710C2382F3-R1,BOM,items,PC01,0.003,Kg,0.003,Kg,1
BOM-710C2382F3-R1,BOM,items,PY02,0.011,Kg,0.011,Kg,1
BOM-710C2382F3-R1,BOM,items,PG01,0.0007,Kg,0.0007,Kg,1
BOM-710C2383F-R1,BOM,items,JE25SD,33.9218,Kg,33.9218,Kg,1
BOM-710C2383F-R1,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2383F-R1,BOM,items,AD404,15.0,Kg,15.0,Kg,1
BOM-710C2383F-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2383F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2383F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C2383F-R1,BOM,items,AD305,0.15,Kg,0.15,Kg,1
BOM-710C2383F-R1,BOM,items,PA0002,0.2,Kg,0.2,Kg,1
BOM-710C2383F-R1,BOM,items,AD313,0.05,Kg,0.05,Kg,1
BOM-710C2383F-R1,BOM,items,PY05,0.0082,Kg,0.0082,Kg,1
BOM-710C2383F-R1,BOM,items,PT01,0.17,Kg,0.17,Kg,1
BOM-710C2383F-R1,BOM,items,H8202NLB,30.0,Kg,30.0,Kg,1
BOM-710C2383F10-R2,BOM,items,H8202NLB,57.84914,Kg,57.84914,Kg,1
BOM-710C2383F10-R2,BOM,items,KEMOLIT KF4,15.0,Kg,15.0,Kg,1
BOM-710C2383F10-R2,BOM,items,AD404,16.0,Kg,16.0,Kg,1
BOM-710C2383F10-R2,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2383F10-R2,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2383F10-R2,BOM,items,AD301,0.6,Kg,0.6,Kg,1
BOM-710C2383F10-R2,BOM,items,PY02,0.0002,Kg,0.0002,Kg,1
BOM-710C2383F10-R2,BOM,items,PC01,0.0003,Kg,0.0003,Kg,1
BOM-710C2383F10-R2,BOM,items,PG01,0.0001,Kg,0.0001,Kg,1
BOM-710C2383F10-R2,BOM,items,G568,10.0,Kg,10.0,Kg,1
BOM-710C2383F10-R2,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-710C2383F10-R2,BOM,items,PR01,0.00026,Kg,0.00026,Kg,1
BOM-710C2383F10-R2,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-710C2383F2-R3,BOM,items,H8202NLB,62.1219,Kg,62.1219,Kg,1
BOM-710C2383F2-R3,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2383F2-R3,BOM,items,AD404,12.0,Kg,12.0,Kg,1
BOM-710C2383F2-R3,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2383F2-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2383F2-R3,BOM,items,AD301,0.6,Kg,0.6,Kg,1
BOM-710C2383F2-R3,BOM,items,PY02,0.022,Kg,0.022,Kg,1
BOM-710C2383F2-R3,BOM,items,PC01,0.0055,Kg,0.0055,Kg,1
BOM-710C2383F2-R3,BOM,items,PG01,0.0006,Kg,0.0006,Kg,1
BOM-710C2383F2-R3,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2383F2-R3,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-710C2383F4-R2,BOM,items,JE25SD,41.34914,Kg,41.34914,Kg,1
BOM-710C2383F4-R2,BOM,items,H8202NLB,20.0,Kg,20.0,Kg,1
BOM-710C2383F4-R2,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2383F4-R2,BOM,items,AD404,12.0,Kg,12.0,Kg,1
BOM-710C2383F4-R2,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2383F4-R2,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2383F4-R2,BOM,items,AD301,0.1,Kg,0.1,Kg,1
BOM-710C2383F4-R2,BOM,items,AD807,0.4,Kg,0.4,Kg,1
BOM-710C2383F4-R2,BOM,items,AD810,0.3,Kg,0.3,Kg,1
BOM-710C2383F4-R2,BOM,items,AD801,0.2,Kg,0.2,Kg,1
BOM-710C2383F4-R2,BOM,items,AD805,0.1,Kg,0.1,Kg,1
BOM-710C2383F4-R2,BOM,items,PY02,0.0002,Kg,0.0002,Kg,1
BOM-710C2383F4-R2,BOM,items,PC01,0.0003,Kg,0.0003,Kg,1
BOM-710C2383F4-R2,BOM,items,PG01,0.0001,Kg,0.0001,Kg,1
BOM-710C2383F4-R2,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2383F4-R2,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-710C2383F4-R2,BOM,items,PR01,0.00026,Kg,0.00026,Kg,1
BOM-710C2383F4-R2,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-710C2383F6-R0,BOM,items,H8202NLB,61.84914,Kg,61.84914,Kg,1
BOM-710C2383F6-R0,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2383F6-R0,BOM,items,AD404,12.0,Kg,12.0,Kg,1
BOM-710C2383F6-R0,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2383F6-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2383F6-R0,BOM,items,AD301,0.6,Kg,0.6,Kg,1
BOM-710C2383F6-R0,BOM,items,PY02,0.0002,Kg,0.0002,Kg,1
BOM-710C2383F6-R0,BOM,items,PC01,0.0003,Kg,0.0003,Kg,1
BOM-710C2383F6-R0,BOM,items,PG01,0.0001,Kg,0.0001,Kg,1
BOM-710C2383F6-R0,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2383F6-R0,BOM,items,PT01,0.3,Kg,0.3,Kg,1
BOM-710C2383F6-R0,BOM,items,PR01,0.00026,Kg,0.00026,Kg,1
BOM-710C2383F6-R0,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-710C2383F9-R1,BOM,items,H8202NLB,61.8819,Kg,61.8819,Kg,1
BOM-710C2383F9-R1,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2383F9-R1,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2383F9-R1,BOM,items,AD301,0.6,Kg,0.6,Kg,1
BOM-710C2383F9-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2383F9-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2383F9-R1,BOM,items,AD404,12.0,Kg,12.0,Kg,1
BOM-710C2383F9-R1,BOM,items,PA0002,0.1,Kg,0.1,Kg,1
BOM-710C2383F9-R1,BOM,items,PC01,0.0031,Kg,0.0031,Kg,1
BOM-710C2383F9-R1,BOM,items,PY02,0.015,Kg,0.015,Kg,1
BOM-710C2383F9-R1,BOM,items,PT01,0.2,Kg,0.2,Kg,1
BOM-710C2395F-R2,BOM,items,H8202NLB,39.35,Kg,39.35,Kg,1
BOM-710C2395F-R2,BOM,items,JEMB,15.0,Kg,15.0,Kg,1
BOM-710C2395F-R2,BOM,items,KEMOLIT KF4,20.0,Kg,20.0,Kg,1
BOM-710C2395F-R2,BOM,items,AD404,16.0,Kg,16.0,Kg,1
BOM-710C2395F-R2,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C2395F-R2,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2395F-R2,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C2395F-R2,BOM,items,G568,5.0,Kg,5.0,Kg,1
BOM-710C2395F-R2,BOM,items,PT01,4.1,Kg,4.1,Kg,1
BOM-710C2395F-R2,BOM,items,PA0002,0.05,Kg,0.05,Kg,1
BOM-710C2401-R1,BOM,items,H8202NLB,79.2,Kg,79.2,Kg,1
BOM-710C2401-R1,BOM,items,GBEAD,20.0,Kg,20.0,Kg,1
BOM-710C2401-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C2401-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C2401-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C2401-R1,BOM,items,AD106,0.3,Kg,0.3,Kg,1
BOM-710C3001-R1,BOM,items,H8202NLB,55.55,Kg,55.55,Kg,1
BOM-710C3001-R1,BOM,items,KEMOLIT KF4,10.0,Kg,10.0,Kg,1
BOM-710C3001-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001-R1,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-710C3001-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3001-R1,BOM,items,711M006BK,10.0,Kg,10.0,Kg,1
BOM-710C3001-R1,BOM,items,G568,20.0,Kg,20.0,Kg,1
BOM-710C3001B-R0,BOM,items,JE25,37.8,Kg,37.8,Kg,1
BOM-710C3001B-R0,BOM,items,JE28,30.0,Kg,30.0,Kg,1
BOM-710C3001B-R0,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001B-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001B-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001B-R0,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3001B-R0,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-710C3001B-R0,BOM,items,BP0800,1.6,Kg,1.6,Kg,1
BOM-710C3001E-R3,BOM,items,JE25 OG,65.3,Kg,65.3,Kg,1
BOM-710C3001E-R3,BOM,items,G568,20.0,Kg,20.0,Kg,1
BOM-710C3001E-R3,BOM,items,KEMOLIT SL4,10.0,Kg,10.0,Kg,1
BOM-710C3001E-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001E-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001E-R3,BOM,items,PA0002,0.2,Kg,0.2,Kg,1
BOM-710C3001E-R3,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3001E-R3,BOM,items,PE5302,4.0,Kg,4.0,Kg,1
BOM-710C3001E2-R3,BOM,items,711M006N,51.5,Kg,51.5,Kg,1
BOM-710C3001E2-R3,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001E2-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001E2-R3,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3001E2-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001E2-R3,BOM,items,PE6269,3.0,Kg,3.0,Kg,1
BOM-710C3001E2-R3,BOM,items,JEMB,15.0,Kg,15.0,Kg,1
BOM-710C3001F-R3,BOM,items,H8202NLB,42.6,Kg,42.6,Kg,1
BOM-710C3001F-R3,BOM,items,JEMB,10.0,Kg,10.0,Kg,1
BOM-710C3001F-R3,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001F-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001F-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001F-R3,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3001F-R3,BOM,items,AD411,13.0,Kg,13.0,Kg,1
BOM-710C3001HFHS-R1,BOM,items,H8202NLB,40.5,Kg,40.5,Kg,1
BOM-710C3001HFHS-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001HFHS-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001HFHS-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3001HFHS-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3001HFHS-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001HFHS-R1,BOM,items,JEMB,25.0,Kg,25.0,Kg,1
BOM-710C3001IM-R1,BOM,items,H8202NLB,53.5,Kg,53.5,Kg,1
BOM-710C3001IM-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001IM-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001IM-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001IM-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3001IM-R1,BOM,items,AD201,12.0,Kg,12.0,Kg,1
BOM-710C3001IM-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3001IMUV-R0,BOM,items,H8202NLB,60.6,Kg,60.6,Kg,1
BOM-710C3001IMUV-R0,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001IMUV-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001IMUV-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001IMUV-R0,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3001IMUV-R0,BOM,items,AD201,7.0,Kg,7.0,Kg,1
BOM-710C3001IMUV-R0,BOM,items,AD501,0.15,Kg,0.15,Kg,1
BOM-710C3001IMUV-R0,BOM,items,AD502,0.15,Kg,0.15,Kg,1
BOM-710C3001IMUV-R0,BOM,items,BP0800,1.6,Kg,1.6,Kg,1
BOM-710C3001J-R1,BOM,items,H8202NLB,67.5,Kg,67.5,Kg,1
BOM-710C3001J-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3001J-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001J-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001J-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3001J-R1,BOM,items,PC01,2.0,Kg,2.0,Kg,1
BOM-710C3001N-R3,BOM,items,H8202NLB,66.4,Kg,66.4,Kg,1
BOM-710C3001N-R3,BOM,items,G568,31.0,Kg,31.0,Kg,1
BOM-710C3001N-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001N-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001N-R3,BOM,items,BP0800,0.6,Kg,0.6,Kg,1
BOM-710C3001N-R3,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3001N-R3,BOM,items,AD201,1.5,Kg,1.5,Kg,1
BOM-710C3001S-R1,BOM,items,711M006BK,63.8,Kg,63.8,Kg,1
BOM-710C3001S-R1,BOM,items,G568,31.5,Kg,31.5,Kg,1
BOM-710C3001S-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001S-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001S-R1,BOM,items,PA0002,0.2,Kg,0.2,Kg,1
BOM-710C3001S-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3001S-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3001UV-R3,BOM,items,H8202NLB,64.3,Kg,64.3,Kg,1
BOM-710C3001UV-R3,BOM,items,G568,31.0,Kg,31.0,Kg,1
BOM-710C3001UV-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001UV-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001UV-R3,BOM,items,AD501,0.1,Kg,0.1,Kg,1
BOM-710C3001UV-R3,BOM,items,AD502,0.1,Kg,0.1,Kg,1
BOM-710C3001UV-R3,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3001UV-R3,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3001UVS-R3,BOM,items,H8202NLB,53.7,Kg,53.7,Kg,1
BOM-710C3001UVS-R3,BOM,items,JEMB,15.0,Kg,15.0,Kg,1
BOM-710C3001UVS-R3,BOM,items,G568,23.0,Kg,23.0,Kg,1
BOM-710C3001UVS-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3001UVS-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3001UVS-R3,BOM,items,AD501,0.1,Kg,0.1,Kg,1
BOM-710C3001UVS-R3,BOM,items,AD502,0.1,Kg,0.1,Kg,1
BOM-710C3001UVS-R3,BOM,items,BP0800,0.6,Kg,0.6,Kg,1
BOM-710C3001UVS-R3,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3001UVS-R3,BOM,items,KEMOLIT SL4,7.0,Kg,7.0,Kg,1
BOM-710C3002F-R0,BOM,items,H8202NLB,56.5,Kg,56.5,Kg,1
BOM-710C3002F-R0,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3002F-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3002F-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3002F-R0,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3002F-R0,BOM,items,AD402,2.8,Kg,2.8,Kg,1
BOM-710C3002F-R0,BOM,items,AD403,8.5,Kg,8.5,Kg,1
BOM-710C3002F-R0,BOM,items,AD405,0.2,Kg,0.2,Kg,1
BOM-710C3002F-R0,BOM,items,BP0800,1.5,Kg,1.5,Kg,1
BOM-710C3002ST-R0,BOM,items,H8202NLB,53.5,Kg,53.5,Kg,1
BOM-710C3002ST-R0,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3002ST-R0,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3002ST-R0,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3002ST-R0,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3002ST-R0,BOM,items,AD201,12.0,Kg,12.0,Kg,1
BOM-710C3002ST-R0,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3003-R3,BOM,items,H8202NLB,61.5,Kg,61.5,Kg,1
BOM-710C3003-R3,BOM,items,G568,35.0,Kg,35.0,Kg,1
BOM-710C3003-R3,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3003-R3,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3003-R3,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3003-R3,BOM,items,PE5302,3.0,Kg,3.0,Kg,1
BOM-710C3003F-R1,BOM,items,H8202NLB,48.4,Kg,48.4,Kg,1
BOM-710C3003F-R1,BOM,items,G568,33.0,Kg,33.0,Kg,1
BOM-710C3003F-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3003F-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3003F-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3003F-R1,BOM,items,H-10,0.1,Kg,0.1,Kg,1
BOM-710C3003F-R1,BOM,items,AD411,14.0,Kg,14.0,Kg,1
BOM-710C3003F-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3003HS-R1,BOM,items,H8202NLB,62.55,Kg,62.55,Kg,1
BOM-710C3003HS-R1,BOM,items,G568,35.0,Kg,35.0,Kg,1
BOM-710C3003HS-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3003HS-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3003HS-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3003HS-R1,BOM,items,H-10,0.15,Kg,0.15,Kg,1
BOM-710C3003HS-R1,BOM,items,PC01,1.8,Kg,1.8,Kg,1
BOM-710C3003UV-R1,BOM,items,H8202NLB,65.1,Kg,65.1,Kg,1
BOM-710C3003UV-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3003UV-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3003UV-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3003UV-R1,BOM,items,AD501,0.1,Kg,0.1,Kg,1
BOM-710C3003UV-R1,BOM,items,AD502,0.1,Kg,0.1,Kg,1
BOM-710C3003UV-R1,BOM,items,PE0800,4.0,Kg,4.0,Kg,1
BOM-710C3003UV-R1,BOM,items,AD103,0.1,Kg,0.1,Kg,1
BOM-710C3003UV-R1,BOM,items,PA0002,0.2,Kg,0.2,Kg,1
BOM-710C3013-R1,BOM,items,H8202NLB,63.66,Kg,63.66,Kg,1
BOM-710C3013-R1,BOM,items,G568,35.0,Kg,35.0,Kg,1
BOM-710C3013-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3013-R1,BOM,items,AD103,0.2,Kg,0.2,Kg,1
BOM-710C3013-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3013-R1,BOM,items,AD501,0.15,Kg,0.15,Kg,1
BOM-710C3013-R1,BOM,items,AD502,0.15,Kg,0.15,Kg,1
BOM-710C3013-R1,BOM,items,PT02,0.4,Kg,0.4,Kg,1
BOM-710C3013-R1,BOM,items,PY03,0.01725,Kg,0.01725,Kg,1
BOM-710C3013-R1,BOM,items,PO03,0.02,Kg,0.02,Kg,1
BOM-710C3013-R1,BOM,items,PC01,0.00279,Kg,0.00279,Kg,1
BOM-710C3014-R1,BOM,items,JE25SD,68.545,Kg,68.545,Kg,1
BOM-710C3014-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3014-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3014-R1,BOM,items,AD101,0.1,Kg,0.1,Kg,1
BOM-710C3014-R1,BOM,items,PT01,0.5,Kg,0.5,Kg,1
BOM-710C3014-R1,BOM,items,PY02,0.18,Kg,0.18,Kg,1
BOM-710C3014-R1,BOM,items,PO03,0.15,Kg,0.15,Kg,1
BOM-710C3014-R1,BOM,items,PC01,0.08,Kg,0.08,Kg,1
BOM-710C3014-R1,BOM,items,AD102,0.1,Kg,0.1,Kg,1
BOM-710C3014-R1,BOM,items,PR01,0.045,Kg,0.045,Kg,1
BOM-710C3021A-R1,BOM,items,H8202NLB,79.3,Kg,79.3,Kg,1
BOM-710C3021A-R1,BOM,items,G568,20.0,Kg,20.0,Kg,1
BOM-710C3021A-R1,BOM,items,AD301,0.3,Kg,0.3,Kg,1
BOM-710C3021A-R1,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-710C3021A-R1,BOM,items,AD101,0.15,Kg,0.15,Kg,1
BOM-710C3021A-R1,BOM,items,PT01,0.1,Kg,0.1,Kg,1
BOM-710C3021F-R1,BOM,items,H8202NLB,50.09,Kg,50.09,Kg,1
BOM-710C3021F-R1,BOM,items,G568,30.0,Kg,30.0,Kg,1
BOM-710C3021F-R1,BOM,items,AD417,18.0,Kg,18.0,Kg,1
BOM-710C3021F-R1,BOM,items,AD405,0.3,Kg,0.3,Kg,1
